"occ","y4_hhid","lvstckid","lf02_01","lf02_02","lf02_03","lf02_04_1","lf02_04_2","lf02_05","lf02_06","lf02_07","lf02_08","lf02_09","lf02_10","lf02_11","lf02_12","lf02_13","lf02_14","lf02_15","lf02_16","lf02_17","lf02_18","lf02_19","lf02_20","lf02_21","lf02_22","lf02_23","lf02_24","lf02_25","lf02_26","lf02_27_1","lf02_27_2","lf02_28_1","lf02_28_2","lf02_29","lf02_30","lf02_31","lf02_32","lf02_33","lf02_34_1","lf02_34_2","lf02_35_1","lf02_35_2"
12,"4579-001",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"4579-001",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"4579-001",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"4579-001",15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"4579-001",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"4591-001",1,1,1,1,1,0,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
2,"4591-001",2,1,9,8,8,0,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
3,"4591-001",3,1,5,4,4,0,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
4,"4591-001",4,1,13,11,5,0,,2,,,2,,,1,6,3,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
5,"4591-001",5,1,10,11,2,0,2,2,,,2,,,1,7,3,2,,,2,,,2,,,1,2,240000,1,,"LF01",,2,,,,,,,,
6,"4591-001",6,1,8,6,5,0,5,2,,,2,,,2,,,2,,,2,,,2,,,1,1,120000,1,,"LF01",,2,,,,,,,,
7,"4591-001",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"4591-001",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"4591-001",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"4591-001",10,1,23,30,9,0,18,2,,,2,,,2,,,2,,,2,,,1,10,10000,2,,,,,,,1,11,1,0,,,,,
11,"4591-001",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"4591-001",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"4591-001",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"4591-001",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"4591-001",15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"4591-001",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"4592-001",1,1,3,5,3,0,,2,,,2,,,2,,,2,,,2,,,2,,,1,2,1000000,1,,"LF01",,2,,,,,,,,
2,"4592-001",2,1,4,6,0,0,,2,,,2,,,1,4,3,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
3,"4592-001",3,1,4,5,4,0,,2,,,2,,,2,,,2,,,2,,,2,,,1,1,500000,1,,"LF02",,2,,,,,,,,
4,"4592-001",4,1,4,4,0,0,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
5,"4592-001",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"4592-001",6,1,1,1,0,0,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,1,1,30,0,,,,,
7,"4592-001",7,1,18,18,4,0,0,2,,,2,,,1,1,1,2,,,2,,,1,2,50000,1,6,180000,1,,"LF03",,1,5,12,0,,,,,
8,"4592-001",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"4592-001",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"4592-001",10,1,30,30,20,0,10,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,1,10,2.5,0,,,,,
11,"4592-001",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"4592-001",12,1,5,5,5,0,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
13,"4592-001",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"4592-001",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"4592-001",15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"4592-001",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"4593-001",1,1,2,2,1,0,,2,,,2,,,2,,,2,,,2,,,2,,,1,1,500000,1,,"LF01",,2,,,,,,,,
2,"4593-001",2,1,5,5,2,0,,2,,,2,,,1,3,3,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
3,"4593-001",3,1,8,8,4,0,,2,,,2,,,2,,,2,,,2,,,2,,,1,4,1600000,1,,"LF01",,2,,,,,,,,
4,"4593-001",4,1,6,6,3,0,,2,,,2,,,2,,,2,,,2,,,2,,,1,3,750000,1,,"LF01",,2,,,,,,,,
5,"4593-001",5,1,0,4,2,0,4,2,,,2,,,2,,,2,,,2,,,2,,,1,2,250000,1,,"LF01",,2,,,,,,,,
6,"4593-001",6,1,0,2,2,0,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
7,"4593-001",7,1,8,10,10,0,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
8,"4593-001",8,1,3,5,5,0,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
9,"4593-001",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"4593-001",10,1,8,8,2,0,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,1,6,2.5,0,,,,,
11,"4593-001",11,1,10,10,4,0,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,1,6,3,0,,,,,
12,"4593-001",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"4593-001",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"4593-001",14,1,2,4,4,,0,1,2,300000,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
15,"4593-001",15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"4593-001",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"4594-001",1,1,1,1,1,0,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
2,"4594-001",2,1,5,5,5,0,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
3,"4594-001",3,1,4,4,4,0,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
4,"4594-001",4,1,0,4,4,0,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
5,"4594-001",5,1,1,2,2,0,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
6,"4594-001",6,1,5,3,3,0,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
7,"4594-001",7,1,35,75,72,0,12,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,3,14,0,,,,,
8,"4594-001",8,1,14,17,17,0,7,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
9,"4594-001",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"4594-001",10,1,15,35,17,0,17,2,,,2,,,2,,,2,,,2,,,2,10,5000,1,2,14000,2,,"LF01",,1,6,1.79999995231628,0,,,,,
11,"4594-001",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"4594-001",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"4594-001",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"4594-001",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"4594-001",15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"4594-001",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"4595-001",1,1,1,3,1,0,,2,,,2,,,2,,,2,,,2,,,2,,,1,2,1100000,1,,"LF01",,2,,,,,,,,
2,"4595-001",2,1,15,12,7,0,,2,,,2,,,2,,,1,5,1500000,2,,,2,,,2,,,,,,,2,,,,,,,,
3,"4595-001",3,1,8,7,6,0,,2,,,2,,,2,,,2,,,2,,,2,,,1,1,600000,1,,"LF02",,2,,,,,,,,
4,"4595-001",4,1,8,5,4,0,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,1,1,80,0,,,,,
5,"4595-001",5,1,6,3,3,0,3,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
6,"4595-001",6,1,7,4,4,0,4,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
7,"4595-001",7,1,20,18,15,0,4,2,,,2,,,2,,,2,,,2,,,2,,,1,2,40000,1,,"LF03",,1,1,30,0,,,,,
8,"4595-001",8,1,6,9,9,0,3,2,,,2,,,2,,,2,,,2,,,1,1,30000,1,1,40000,1,,"LF03",,1,1,30,0,,,,,
9,"4595-001",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"4595-001",10,1,10,34,27,0,20,2,,,2,,,2,,,2,,,2,,,1,4,4000,2,,,,,,,1,3,1.5,0,,,,,
11,"4595-001",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"4595-001",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"4595-001",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"4595-001",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"4595-001",15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"4595-001",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"4596-001",1,1,3,5,4,0,,1,2,600000,2,,,2,,,2,,,2,,,2,,,1,1,550000,1,,"LF01",,2,,,,,,,,
2,"4596-001",2,1,2,2,1,0,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
3,"4596-001",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"4596-001",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"4596-001",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"4596-001",6,1,4,2,2,0,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
7,"4596-001",7,1,18,14,13,0,3,2,,,2,,,2,,,1,1,35000,2,,,2,,,2,,,,,,,2,,,,,,,,
8,"4596-001",8,1,10,7,7,0,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
9,"4596-001",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"4596-001",10,1,38,33,15,0,12,2,,,2,,,2,,,1,12,6000,2,,,2,,,1,3,18000,2,,"LF02",,1,3,1,0,,,,,
11,"4596-001",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"4596-001",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"4596-001",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"4596-001",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"4596-001",15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"4596-001",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"4597-001",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"4597-001",2,1,2,2,2,0,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
3,"4597-001",3,1,4,4,4,0,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
4,"4597-001",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"4597-001",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"4597-001",6,1,0,1,1,0,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
7,"4597-001",7,1,6,9,7,0,3,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,1,2,8,0,,,,,
8,"4597-001",8,1,0,2,2,0,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
9,"4597-001",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"4597-001",10,1,168,63,30,0,33,2,,,2,,,2,,,1,2,10000,2,,,1,30,30000,2,,,,,,,1,1,1,0,,,,,
11,"4597-001",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"4597-001",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"4597-001",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"4597-001",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"4597-001",15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"4597-001",16,1,1,1,1,,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
1,"4598-001",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"4598-001",2,1,2,6,6,0,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
3,"4598-001",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"4598-001",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"4598-001",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"4598-001",6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"4598-001",7,1,10,5,5,0,3,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
8,"4598-001",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"4598-001",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"4598-001",10,1,2,20,13,0,12,2,,,2,,,2,,,1,7,3500,2,,,2,,,2,,,,,,,2,,,,,,,,
11,"4598-001",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"4598-001",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"4598-001",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"4598-001",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"4598-001",15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"4598-001",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"4610-001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"4611-001",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"4611-001",2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"4611-001",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"4611-001",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"4611-001",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"4611-001",6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"4611-001",7,1,0,8,5,0,0,2,,,2,,,2,,,2,,,2,,,2,,,1,3,60000,1,2,"LF01",,2,,,,,,,,
8,"4611-001",8,1,0,3,3,0,0,1,3,75000,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
9,"4611-001",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"4611-001",10,1,6,26,10,0,15,2,,,2,,,2,,,2,,,2,,,1,15,30000,2,,,,,,,1,1,1.60000002384186,0,,,,,
11,"4611-001",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"4611-001",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"4611-001",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"4611-001",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"4611-001",15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"4611-001",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"4612-001",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"4612-001",2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"4612-001",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"4612-001",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"4612-001",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"4612-001",6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"4612-001",7,1,0,4,4,0,0,1,4,120000,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
8,"4612-001",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"4612-001",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"4612-001",10,1,3,45,15,0,38,2,,,2,,,2,,,1,10,15000,2,,,1,15,10000,2,,,,,,,1,5,1,0,,,,,
11,"4612-001",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"4612-001",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"4612-001",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"4612-001",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"4612-001",15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"4612-001",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"4613-001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"4614-001",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"4614-001",2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"4614-001",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"4614-001",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"4614-001",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"4614-001",6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"4614-001",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"4614-001",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"4614-001",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"4614-001",10,1,2,29,10,0,20,2,,,2,,,2,,,1,6,6000,2,,,1,11,11000,2,,,,,,,1,2,1,0,,,,,
11,"4614-001",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"4614-001",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"4614-001",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"4614-001",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"4614-001",15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"4614-001",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"4615-001",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"4615-001",2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"4615-001",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"4615-001",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"4615-001",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"4615-001",6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"4615-001",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"4615-001",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"4615-001",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"4615-001",10,1,0,15,6,0,11,1,1,6000,2,,,2,,,1,5,25000,2,,,1,1,10000,2,,,,,,,1,3,3,0,,,,,
11,"4615-001",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"4615-001",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"4615-001",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"4615-001",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"4615-001",15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"4615-001",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"4616-001",1,1,2,1,1,0,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
2,"4616-001",2,1,5,4,4,0,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
3,"4616-001",3,1,4,4,4,0,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
4,"4616-001",4,1,3,2,2,0,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
5,"4616-001",5,1,5,3,3,0,3,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
6,"4616-001",6,1,3,1,1,0,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
7,"4616-001",7,1,20,17,15,0,4,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,1,2,12,0,,,,,
8,"4616-001",8,1,15,20,20,0,4,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
9,"4616-001",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"4616-001",10,1,35,29,20,0,30,2,,,2,,,2,,,1,2,10000,2,,,2,,,1,3,30000,1,2,"LF01",,1,4,4,0,,,,,
11,"4616-001",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"4616-001",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"4616-001",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"4616-001",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"4616-001",15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"4616-001",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"4618-001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"4629-001",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"4629-001",2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"4629-001",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"4629-001",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"4629-001",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"4629-001",6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"4629-001",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"4629-001",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"4629-001",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"4629-001",10,1,5,16,4,0,10,2,,,2,,,2,,,1,5,15000,2,,,1,4,6000,2,,,,,,,1,3,1,0,,,,,
11,"4629-001",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"4629-001",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"4629-001",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"4629-001",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"4629-001",15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"4629-001",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"4630-001",1,1,1,2,2,0,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
2,"4630-001",2,1,3,5,5,0,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
3,"4630-001",3,1,6,8,7,0,,1,1,300000,2,,,2,,,2,,,2,,,2,,,1,1,500000,1,2,"LF01",,2,,,,,,,,
4,"4630-001",4,1,3,5,5,0,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
5,"4630-001",5,1,6,4,4,0,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
6,"4630-001",6,1,4,3,3,0,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
7,"4630-001",7,1,10,7,7,0,2,1,2,40000,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
8,"4630-001",8,1,9,4,3,0,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,1,1,16,0,,,,,
9,"4630-001",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
